58999	OMSÆTNINGSAKTIVER I ALT	Z		55099	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
59999	AKTIVER I ALT	Z		50000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
60498	PASSIVER	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
60499	EGENKAPITAL	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
60500	Egenkapitalkonto primo	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
60800	Årets resultat	R		11000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
60900	Overført fra tidligere år	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62000	Mellemregning	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62010	B-skat	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62020	Restskat	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62100	Hævet kontant i virksomheden	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62200	Indskudt kontant i virksomheden	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62300	Ikke fradragsberettigede udgift.	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62400	Privat andel autodrift	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62500	Privat andel telefon	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62600	75% andel repræsentation	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62995	Egenkapital	Z		60000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
62999	LANGFRISTET GÆLD (over 1 år)	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
63000	Banklån	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
63099	LANGFRISTET GÆLD I ALT	Z		63000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64097	KORTFRISTET GÆLD (under 1 år)	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64098	SKYLDIGE OMKOSTNINGER	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64099	Løn	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64100	Nettoløn	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64110	A conto-udbetaling af løn	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64150	Skyldig A-skat, personale	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64160	Skyldigt arbejdsmarkedsbidrag	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64165	Skyldig SP (særlig pension)	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64170	Skyldig ATP	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64190	Feriepenge hensat	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64195	Feriepenge udbetalt	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64200	Skyldig pension, gruppeliv	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64210	Skyldig SH (søgne-/helligdage)	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
64300	Løn ialt	Z		64000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65000	Forudbetalinger	H			0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65050	Forudbetalt fra kunder	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65095	Forudbetalinger i alt	Z		65000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65100	Kreditorer, ubetalte regninger	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65200	Kreditor efterpostering	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65995	Kreditorer	Z		65100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
65999	SKYLDIGE OMKOSTNINGER I ALT	Z		64098	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66099	SKYLDIG MOMS	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66100	Salgsmoms	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66150	Moms af varekøb i udlandet	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66155	Moms af ydelseskøb i udlandet med omvendt betalingspligt	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66160	Olieafgift	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66170	Elafgift	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66180	Vandafgift	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66200	Købsmoms	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66900	Momsafregning	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
66950	Skyldig moms i alt	Z		66100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
67000	KORTFRISTET GÆLD I ALT	Z		64100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
72000	PASSIVER I ALT	Z		60500	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
99995	Ukendte poster	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
99999	Balancekontrol	Z		50000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
